STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2016-12",,,,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.64",",,N,22,",,,,,,,,,"2.12",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-01",,,,,,,"7",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.30",",,N,21,",,,,,,,,,"2.98",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-02",,,,,,,"4",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.11",",,N,19,",,,,,,,,,"2.61",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-03",,,,,,,"3","3,N","1","3,N",,,,,,,,,,,,,,,,,,,,,"0.48","3,,N,01,",,,,,,,,,"0.61","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-04",,,,,,,"0","4,N","0","4,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,30,+","0.00","4,,N,30,+",,,,,,,,,"0.00","4,,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-07",,,,,,,"4","3,N","4","3,N",,,,,,,,,,,,,,,,,,,,,"0.73","3,,N,17,",,,,,,,,,"1.17","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-08",,,,,,,"3","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.23","1,,N,01,",,,,,,,,,"0.39","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-09",,,,,,,"0","4,N","0","4,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","0.00","4,T,N,02,",,,,,,,,,"0.00","4,T,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-10",,,,,,,"0","1,N","0","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.00","1,T,N,20,",,,,,,,,,"0.00","1,T,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-11",,,,,,,"0","2,N","0","2,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","0.00","2,T,N,18,",,,,,,,,,"0.00","2,T,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2017-12",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.29",",,N,17,",,,,,,,,,"0.34",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-01",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.17",",,N,21,",,,,,,,,,"0.17",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-02",,,,,,,"2",",N","2",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,28,+","0.70",",,N,28,",,,,,,,,,"1.16",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-03",,,,,,,"2",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.16",",,N,12,",,,,,,,,,"0.28",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-05",,,,,,,"1","2,N","1","2,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.10","2,,N,02,",,,,,,,,,"0.10","2,,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-06",,,,,,,"0","3,N","0","3,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","0.00","3,T,N,17,+",,,,,,,,,"0.00","3,T,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-07",,,,,,,"5","4,N","4","4,N",,,,,,,,,,,,,,,,,,,,,"1.63","4,,N,12,",,,,,,,,,"2.30","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-08",,,,,,,"6","1,N","1","1,N",,,,,,,,,,,,,,,,,,,,,"0.47","1,,N,09,",,,,,,,,,"0.67","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-09",,,,,,,"1","4,N","1","4,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","0.13","4,,N,20,",,,,,,,,,"0.13","4,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-10",,,,,,,"11",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"3.14",",,N,03,",,,,,,,,,"6.25",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-11",,,,,,,"1","1,N","1","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.40","1,,N,30,",,,,,,,,,"0.40","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2018-12",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.11",",,N,07,",,,,,,,,,"0.11",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-01",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.60",",,N,06,",,,,,,,,,"1.58",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-02",,,,,,,"1","5,N","1","5,N",,,,,,,,,,,,,,,,,,,,,"0.22","5,,N,01,",,,,,,,,,"0.22","5,,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-03",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-04",,,,,,,"2",",N","2",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.56",",,N,11,",,,,,,,,,"0.74",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-05",,,,,,,"2",",N","0",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.08",",,N,01,",,,,,,,,,"0.10",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-06",,,,,,,"1",",N","0",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,30,+","0.06",",,N,30,",,,,,,,,,"0.06",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-07",,,,,,,"1",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.02",",,N,18,",,,,,,,,,"0.02",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-08",,,,,,,"11",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.57",",,N,06,",,,,,,,,,"1.53",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-09",,,,,,,"4","1,N","1","1,N",,,,,,,,,,,,,,,,,,,,,"0.10","1,,N,23,",,,,,,,,,"0.14","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-10",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.32",",,N,03,",,,,,,,,,"0.34",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-11",,,,,,,,,,,,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,30,+",,,,,,,,,,,,,"0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2016-12",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.72",",,N,22,",,,,,,,,,"2.04",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-01",,,,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.60",",,N,21,",,,,,,,,,"1.63",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-02",,,,,,,"5",",N","3",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,28,+","0.77",",,N,19,",,,,,,,,,"1.56",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-03",,,,,,,"3",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.09",",,N,28,",,,,,,,,,"0.18",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-04",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.00",",T,N,04,",,,,,,,,,"0.00",",T,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-05",,,,,,,"1",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.07",",,N,09,",,,,,,,,,"0.07",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-06",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-07",,,,,,,"4","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.30","1,,N,17,",,,,,,,,,"0.63","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-08",,,,,,,"3",",N","2",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.23",",,N,13,",,,,,,,,,"0.37",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-09",,,,,,,"1","1,N","0","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.08","1,,N,08,",,,,,,,,,"0.08","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-10",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-11",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.00",",T,N,17,",,,,,,,,,"0.00",",T,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2017-12",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.11",",,N,17,",,,,,,,,,"0.12",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-01",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.54",",,N,10,",,,,,,,,,"0.55",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-02",,,,,,,"4",",N","2",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,28,+","0.28",",,N,15,",,,,,,,,,"0.57",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-03",,,,,,,"1",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.06",",,N,11,",,,,,,,,,"0.06",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-04",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-05",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.00",",T,N,02,",,,,,,,,,"0.00",",T,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-06",,,,,,,"1","1,N","0","1,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","0.02","1,,N,16,",,,,,,,,,"0.02","1,,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-07",,,,,,,"4","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"1.00","1,,N,12,",,,,,,,,,"1.97","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-08",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.25",",,N,11,",,,,,,,,,"0.47",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-09",,,,,,,"1",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.19",",,N,20,",,,,,,,,,"0.19",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-10",,,,,,,"8",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.25",",,N,03,",,,,,,,,,"4.06",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-11",,,,,,,"1","1,N","1","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.44","1,,N,30,",,,,,,,,,"0.44","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2018-12",,,,,,,"2","1,N","1","1,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.10","1,,N,07,",,,,,,,,,"0.12","1,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2016-01",,,,,,,"6","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"0.65","1,,N,06,",,,,,,,,,"1.81","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2016-02",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,29,+","0.36",",,N,01,",,,,,,,,,"0.36",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2016-03",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2016-11",,,,,,,"4","1,N","4","1,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","0.34","1,,N,28,",,,,,,,,,"0.97","1,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2016-12",,,,,,,"6","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"0.44","1,,N,31,",,,,,,,,,"1.13","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2017-01",,,,,,,"7","3,N","4","3,N",,,,,,,,,,,,,,,,,,,,,"0.59","3,,N,21,",,,,,,,,,"1.56","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2017-02",,,,,,,"4","3,N","4","3,N",,,,,,,,,,,,,,,,,,,,,"0.81","3,,N,19,",,,,,,,,,"1.87","1,a,,N",,,,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2017-03",,,,,,,"4","2,N","1","2,N",,,,,,,,,,,,,,,,,,,,,"0.13","2,,N,23,",,,,,,,,,"0.28","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2017-11",,,,,,,"1","1,N","1","1,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","1.00","1,,N,18,",,,,,,,,,"1.00","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2017-12",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.19",",,N,17,",,,,,,,,,"0.19",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2018-01",,,,,,,"2","1,N","1","1,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.48","1,,N,10,",,,,,,,,,"0.49","1,,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2018-02",,,,,,,"3",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,28,+","0.32",",,N,15,",,,,,,,,,"0.61",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2018-03",,,,,,,"1",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.04",",,N,11,",,,,,,,,,"0.04",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2018-11",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.38",",,N,30,",,,,,,,,,"0.38",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0259","PHOENIX 11.6 N, AZ US","33.606947","-112.040733","464.8","2018-12",,,,,,,"3",",N","1",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.10",",,N,07,",,,,,,,,,"0.15",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-01",,,,,,,"4",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.96",",,N,06,",,,,,,,,,"1.49",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-02",,,,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.24",",,N,01,",,,,,,,,,"0.24",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-03",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,31,+",,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-04",,,,,,,"1","3,N","0","3,N",,,,,,,,,,,,,,,,,,,,,"0.06","3,,N,08,",,,,,,,,,"0.17",",a,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-05",,,,,,,"4",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.14",",,N,08,+",,,,,,,,,"0.35",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-06",,,,,,,"1",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.02",",,N,30,",,,,,,,,,"0.02",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-07",,,,,,,"1",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.05",",,N,18,",,,,,,,,,"0.05",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-11",,,,,,,"3",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.48",",,N,21,",,,,,,,,,"0.84",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2016-12",,,,,,,"4","3,N","2","3,N",,,,,,,,,,,,,,,,,,,,,"0.61","3,,N,22,",,,,,,,,,"0.89","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-01",,,,,,,"4","2,N","3","2,N",,,,,,,,,,,,,,,,,,,,,"0.70","2,,N,21,",,,,,,,,,"0.93","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-02",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.75",",,N,19,",,,,,,,,,"1.49",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-03",,,,,,,"2","1,N","1","1,N",,,,,,,,,,,,,,,,,,,,,"0.14","1,,N,01,",,,,,,,,,"0.21","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-04",,,,,,,"0","2,N","0","2,N",,,,,,,,,,,,,,,,,,,,,"0.00","2,,N,30,+",,,,,,,,,"0.00","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-05",,,,,,,"1","1,N","0","1,N",,,,,,,,,,,,,,,,,,,,,"0.09","1,,N,09,",,,,,,,,,"0.09","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-06",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,30,+",,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-07",,,,,,,"7",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.72",",,N,25,",,,,,,,,,"1.58",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0413","SURPRISE 4.4 W, AZ US","33.634025","-112.406442","386.8","2017-08",,,,,,,"3",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"1.81",",,N,13,",,,,,,,,,"1.93",",,,N",,,,,,,,,,,,,,,,
